City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,miasskoye,55.2784,61.8905,283.07,88,100,4.17,RU,1682174904
283,hovd,48.0056,91.6419,275.97,25,100,0.17,MN,1682174905
284,soio,-6.1349,12.3689,301.18,72,100,3.73,AO,1682174906
285,castillos,-34.1667,-53.8333,295.61,47,97,0.86,UY,1682174906
286,fort mcmurray,56.7268,-111.381,274.88,64,0,0.51,CA,1682174907
287,itanhem,-17.1664,-40.33,298.03,73,100,3.51,BR,1682174907
288,howard springs,-12.497,131.047,301.1,79,50,2.55,AU,1682174907
289,tazacorte,28.629,-17.9293,294.9,74,75,4.02,ES,1682174908
290,ust-nera,64.5667,143.2,265.29,95,100,1.66,RU,1682174908
291,mount isa,-20.7333,139.5,294.02,35,0,4.12,AU,1682174909
292,waitara,-38.925,174.25,288.27,92,8,5.4,NZ,1682174909
293,santo antonio,-6.3106,-35.4789,304.58,44,90,7.35,BR,1682174910
294,lecheng,25.1238,113.3254,296.65,96,99,0.96,CN,1682174910
295,staritsa,56.5075,34.9354,285.74,52,91,0.51,RU,1682174911
296,campbell river,50.0163,-125.2446,280.15,100,100,3.6,CA,1682174887
297,beitbridge,-22.2167,30.0,304.56,27,31,3.21,ZW,1682174912
298,utrik,11.2278,169.8474,299.99,79,40,9.47,MH,1682174912
299,tromso,69.6496,18.957,272.16,64,75,2.57,NO,1682174913
300,havran,39.5583,27.0983,291.94,52,75,6.17,TR,1682174914
301,eilat,29.5581,34.9482,302.06,39,57,6.69,IL,1682174914
302,santander,43.4647,-3.8044,292.43,56,20,2.68,ES,1682174915
303,nishinoomote,30.7333,131.0,292.0,68,93,7.98,JP,1682174915
304,palmer,42.1584,-72.3287,288.51,71,100,2.57,US,1682174915
305,grand falls-windsor,48.9332,-55.6649,275.65,93,100,1.79,CA,1682174916
306,idri,27.5,13.2667,307.98,9,6,8.42,LY,1682174916
307,mezhdurechensk,53.6942,88.0603,271.34,93,98,0.89,RU,1682174916
308,cookeville,36.1628,-85.5016,286.25,82,76,0.89,US,1682174635
309,camana,-16.6228,-72.7111,296.08,73,22,3.56,PE,1682174916
310,zav'yalovo,56.7847,53.3776,284.48,64,100,1.58,RU,1682174917
311,clinton,42.587,-82.9199,284.16,80,100,1.54,US,1682174729
312,mount pearl,47.5166,-52.7813,277.01,97,100,9.77,CA,1682174736
313,puerto penasco,31.3167,-113.5333,296.12,40,0,1.44,MX,1682174772
314,posto fiscal rolim de moura,-13.0833,-62.2667,302.43,61,72,1.94,BR,1682174917
315,nichinan,31.6,131.3667,290.97,62,80,6.4,JP,1682174918
316,mildura,-34.2,142.15,286.52,80,0,3.86,AU,1682174918
317,gobabis,-22.45,18.9667,299.84,32,100,5.07,NA,1682174918
318,guerrero negro,27.9769,-114.0611,290.67,65,0,4.9,MX,1682174918
319,whitehorse,60.7161,-135.0538,270.43,79,20,1.54,CA,1682174919
320,greenville,35.6127,-77.3663,294.89,75,40,3.6,US,1682174731
321,phuthaditjhaba,-28.5242,28.8158,291.63,24,75,5.25,ZA,1682174919
322,barra dos coqueiros,-10.9089,-37.0386,301.16,83,40,5.66,BR,1682174920
323,jaru,-10.4389,-62.4664,300.81,80,100,1.51,BR,1682174920
324,torbat-e heydariyeh,35.274,59.2195,298.79,12,80,2.57,IR,1682174920
325,yung shue wan,22.2333,114.1167,296.9,89,77,7.49,HK,1682174921
326,mirny,62.5353,113.9611,258.51,94,8,0.77,RU,1682174921
327,pisco,-13.7,-76.2167,297.18,78,0,3.6,PE,1682174922
328,kirakira,-10.4544,161.9205,300.14,84,97,2.96,SB,1682174922
329,punta arenas,-53.15,-70.9167,281.21,61,0,7.72,CL,1682174922
330,tres lagoas,-20.7511,-51.6783,297.62,65,0,2.59,BR,1682174923
331,buala,-8.145,159.5921,300.19,83,21,2.55,SB,1682174923
332,mogadishu,2.0371,45.3438,303.08,84,75,4.12,SO,1682174708
333,puerto el triunfo,13.2833,-88.55,302.66,64,38,1.64,SV,1682174924
334,peace river,56.2501,-117.286,275.74,69,100,2.06,CA,1682174924
335,birnin kudu,11.4459,9.4984,314.06,12,70,3.15,NG,1682174924
336,delligsen,51.9412,9.8027,296.57,54,100,4.52,DE,1682174924
337,oriximina,-1.7656,-55.8661,299.46,89,100,0.69,BR,1682174924
338,porto novo,6.4965,2.6036,305.05,60,100,5.19,BJ,1682174825
339,bayan,46.0833,127.4,275.45,26,0,3.7,CN,1682174925
340,tianshui,34.5439,105.6897,275.6,93,100,2.03,CN,1682174925
341,tura,25.5198,90.2201,297.72,43,9,1.91,IN,1682174925
342,chapaev,50.2,51.1667,287.57,61,69,8.23,KZ,1682174926
343,priozersk,61.0393,30.1291,285.86,52,7,3.41,RU,1682174926
344,concepcion,-36.827,-73.0498,286.04,94,75,2.57,CL,1682174751
345,selfoss,63.9331,-20.9971,278.33,78,97,3.17,IS,1682174926
346,ad dabbah,18.05,30.95,314.03,6,0,0.78,SD,1682174927
347,peterhead,57.5058,-1.7981,284.51,86,83,7.25,GB,1682174927
348,dongola,19.1667,30.4833,314.1,6,6,1.63,SD,1682174927
349,kapuskasing,49.4169,-82.4331,275.2,100,100,3.6,CA,1682174928
350,nawanshahr,31.1167,76.1333,296.34,26,53,5.62,IN,1682174928
351,road town,18.4167,-64.6167,301.2,69,40,3.6,VG,1682174928
352,puerto deseado,-47.7503,-65.8938,286.57,58,51,13.67,AR,1682174928
353,santa elena de uairen,4.6167,-61.1333,294.95,85,100,2.44,VE,1682174928
354,knik-fairview,61.5126,-149.6001,278.08,67,75,1.54,US,1682174929
355,boa vista,2.8197,-60.6733,298.14,88,100,1.54,BR,1682174929
356,nizhnesortymskiy,62.4397,71.7603,273.88,98,100,0.27,RU,1682174929
357,el alto,-4.2714,-81.2147,299.96,77,100,1.66,PE,1682174930
358,nelson bay,-32.7167,152.15,293.15,94,71,1.79,AU,1682174930
359,shreveport,32.5251,-93.7502,292.12,68,20,2.06,US,1682174930
360,sidon,33.5631,35.3689,294.08,66,13,4.3,LB,1682174930
361,basni,27.1667,73.65,304.08,7,0,4.51,IN,1682174930
362,merizo village,13.2658,144.6691,300.46,89,64,7.13,GU,1682174930
363,papao,-17.75,-149.55,298.97,88,100,7.49,PF,1682174931
364,alofi,-19.0595,-169.9187,290.09,94,0,0.51,NU,1682174931
365,mitu,1.1983,-70.1733,301.49,63,100,0.94,CO,1682174931
366,nago,26.5881,127.9761,295.62,86,33,5.03,JP,1682174932
367,kone,-21.0595,164.8658,296.19,94,3,1.55,NC,1682174932
368,kristiansund,63.1115,7.732,282.18,65,100,11.32,NO,1682174932
369,roxas,11.5853,122.7511,299.34,82,42,3.17,PH,1682174932
370,justo daract,-33.8594,-65.1828,292.34,50,1,3.16,AR,1682174933
371,taltal,-25.4,-70.4833,292.64,72,46,1.53,CL,1682174933
372,at taj,24.2049,23.2857,308.92,8,100,5.96,LY,1682174933
373,sokoni,-6.4333,39.55,298.07,84,100,5.59,TZ,1682174933
374,mossel bay,-34.1831,22.146,292.11,62,100,2.11,ZA,1682174933
375,mananara,-16.1667,49.7667,298.54,88,45,1.63,MG,1682174933
376,tosontsengel,48.7567,98.2839,271.78,24,9,1.7,MN,1682174934
377,ryde,50.73,-1.1621,287.49,77,91,4.58,GB,1682174934
378,westport,41.1415,-73.3579,289.87,83,100,9.26,US,1682174728
379,new norfolk,-42.7826,147.0587,289.77,69,100,1.79,AU,1682174934
380,port hedland,-20.3167,118.5667,297.18,60,40,2.57,AU,1682174935
381,rio grande,-32.035,-52.0986,296.21,61,100,0.75,BR,1682174935
382,bengkulu,-3.8004,102.2655,299.03,88,99,2.15,ID,1682174935
383,rabo de peixe,37.8,-25.5833,289.88,94,75,5.14,PT,1682174936
384,duyun,26.2667,107.5167,289.86,98,93,2.48,CN,1682174936
385,hadibu,12.65,54.0333,302.15,69,3,3.2,YE,1682174936
386,pokrov,55.92,39.1769,286.49,43,70,2.47,RU,1682174936
387,ouesso,1.6136,16.0517,296.31,92,100,1.72,CG,1682174936
388,fomboni,-12.28,43.7425,301.52,76,92,4.87,KM,1682174937
389,gubkinskiy,64.434,76.5026,274.38,100,100,5.68,RU,1682174937
390,sandnessjoen,66.0217,12.6316,277.44,52,20,8.23,NO,1682174937
391,jeddah,21.5169,39.2192,305.07,51,20,5.14,SA,1682174937
392,papar,5.7333,115.9333,300.15,87,61,1.64,MY,1682174656
393,el porvenir,13.7617,-87.3458,297.78,51,53,1.84,HN,1682174938
394,cabanglasan,8.1214,125.3275,294.75,98,61,0.4,PH,1682174938
395,kotlas,61.2611,46.6556,282.23,62,88,3.25,RU,1682174938
396,crane,31.3974,-102.3501,292.86,29,0,3.0,US,1682174938
397,greymouth,-42.4667,171.2,286.43,93,59,0.34,NZ,1682174858
398,fada,9.5667,8.3,309.3,23,100,3.01,NG,1682174939
399,pogranichnyy,44.4064,131.3769,276.19,32,15,2.87,RU,1682174939
400,bada,51.392,109.8717,266.54,54,3,1.05,RU,1682174939
401,dagomys,43.6703,39.6689,288.12,90,89,3.29,RU,1682174939
402,ola,59.5833,151.2833,271.65,80,100,10.69,RU,1682174743
403,akureyri,65.6835,-18.0878,274.11,51,0,3.09,IS,1682174940
404,horta,38.5333,-28.6333,290.95,94,75,6.69,PT,1682174811
405,klyuchi,52.2667,79.1667,276.39,69,24,3.42,RU,1682174940
406,saskatoon,52.1168,-106.6345,272.14,80,100,1.54,CA,1682174523
407,bichura,50.5881,107.6022,270.87,47,31,0.88,RU,1682174941
408,jijiga,9.35,42.8,295.41,61,85,1.14,ET,1682174941
409,tasqala,51.1167,50.3167,288.48,51,95,5.39,KZ,1682174941
410,gorodoviki,46.1353,41.9656,285.73,76,68,7.7,RU,1682174941
411,palikir - national government center,6.9248,158.1611,297.56,100,100,0.0,FM,1682174942
412,quellon,-43.1167,-73.6167,283.29,87,100,0.0,CL,1682174942
413,basco,20.4487,121.9702,298.08,77,98,6.56,PH,1682174943
414,skagen,57.7209,10.5839,282.82,79,89,5.99,DK,1682174943
415,tamandare,-8.7597,-35.1047,302.13,62,100,4.55,BR,1682174944
416,springs,-26.25,28.4,297.22,53,52,6.04,ZA,1682174944
417,fortaleza,-3.7227,-38.5247,304.22,58,40,7.72,BR,1682174906
418,porto murtinho,-21.6989,-57.8825,300.38,48,0,1.91,BR,1682174945
419,zeya,53.75,127.2667,272.76,86,100,2.36,RU,1682174946
420,yasugicho,35.4333,133.25,284.16,54,75,6.17,JP,1682174946
421,novyy urgal,51.0736,132.5642,273.1,91,100,0.42,RU,1682174947
422,vila velha,-20.3297,-40.2925,297.12,82,100,5.14,BR,1682174947
423,tara,56.8944,74.371,281.82,85,100,6.01,RU,1682174947
424,san sebastian de la gomera,28.0916,-17.1133,298.35,57,20,5.14,ES,1682174948
425,puerto leguizamo,-0.1934,-74.7819,299.08,79,100,0.7,CO,1682174950
426,samfya,-11.3649,29.5565,296.66,75,86,2.29,ZM,1682174950
427,sao raimundo das mangabeiras,-7.0219,-45.4811,305.46,45,96,4.66,BR,1682174951
428,obo,5.3998,26.4869,303.03,50,100,4.32,CF,1682174951
429,merowe,18.4833,31.8167,313.77,6,1,0.59,SD,1682174952
430,zagora,30.3484,-5.8365,304.19,12,4,2.48,MA,1682174952
431,yima,34.7381,111.8839,274.46,99,100,2.28,CN,1682174953
432,dryden,49.7833,-92.7503,268.31,74,40,4.63,CA,1682174954
433,shiyan,32.6475,110.7781,277.65,94,100,1.67,CN,1682174954
434,namibe,-15.1961,12.1522,300.62,72,80,4.18,AO,1682174955
435,skeldon,5.8833,-57.1333,300.34,80,100,1.31,GY,1682174955
436,ugoofaaru,5.6667,73.0,302.51,70,73,2.65,MV,1682174956
437,sinop,41.7711,34.8709,283.39,80,63,2.39,TR,1682174956
438,uzgen,40.7699,73.3007,288.31,34,8,2.65,KG,1682174956
439,chilecito,-29.1619,-67.4974,291.2,53,25,3.04,AR,1682174957
440,lepsy,46.235,78.9456,282.28,26,1,2.45,KZ,1682174957
441,haimen,23.1935,116.6142,294.09,89,100,5.88,CN,1682174958
442,taiyuan,37.8694,112.5603,279.07,81,40,1.0,CN,1682174958
443,singaraja,-8.112,115.0882,300.08,84,67,2.15,ID,1682174958
444,karur,10.95,78.0833,306.44,42,98,1.71,IN,1682174959
445,ifrane,33.3333,-5.25,290.44,38,29,5.88,MA,1682174959
446,orkney,-26.9802,26.6727,299.41,15,42,5.82,ZA,1682174887
447,okha,53.5739,142.9478,271.84,92,100,7.26,RU,1682174960
448,pundong,-7.9522,110.3486,298.96,91,96,3.45,ID,1682174960
449,burgersdorp,-30.9977,26.3286,289.89,15,100,8.41,ZA,1682174961
450,isla mujeres,21.2311,-86.731,301.18,70,12,3.8,MX,1682174961
451,lospalos,-8.5186,127.0025,296.13,94,71,1.97,TL,1682174962
452,alenquer,-1.9417,-54.7383,301.09,80,100,1.9,BR,1682174861
453,nadym,65.5333,72.5167,273.13,99,100,2.39,RU,1682174963
454,san antonio de pale,-1.4014,5.6325,301.6,70,81,3.25,GQ,1682174963
455,parapat,2.663,98.9349,293.76,92,97,0.61,ID,1682174964
456,aoulef,26.9667,1.0833,308.08,11,2,3.49,DZ,1682174964
457,nyurba,63.2842,118.3319,259.86,98,24,1.65,RU,1682174965
458,sao vicente,-23.9631,-46.3919,299.97,57,0,1.03,BR,1682174888
459,canutama,-6.5339,-64.3831,296.44,99,100,0.34,BR,1682174966
460,galliano,29.4422,-90.2992,294.26,46,0,6.69,US,1682174966
461,hefei,31.8639,117.2808,284.16,82,0,5.0,CN,1682174967
462,karasburg,-28.0167,18.75,298.29,4,100,7.35,NA,1682174967
463,conduaga,8.862,117.4893,299.65,83,19,1.98,PH,1682174967
464,kavaratti,10.5669,72.642,302.2,72,77,5.61,IN,1682174968
465,east london,-33.0153,27.9116,294.67,43,0,4.63,ZA,1682174968
466,santiago de cao,-7.9589,-79.2392,296.22,83,77,3.09,PE,1682174969
467,sanchor,24.7553,71.7722,303.95,23,0,6.29,IN,1682174969
468,montelibano,7.9829,-75.4229,301.94,66,97,1.95,CO,1682174970
469,pelabuhanratu,-6.9875,106.5514,300.01,85,96,1.2,ID,1682174970
470,cromer,52.9312,1.2989,288.15,54,98,7.15,GB,1682174971
471,chabahar,25.2919,60.643,300.78,56,1,5.0,IR,1682174971
472,ko samui,9.5357,99.9357,303.1,79,20,2.57,TH,1682174693
473,guozhen,34.3659,107.359,276.55,98,100,0.85,CN,1682174972
474,merritt island,28.5392,-80.672,301.53,70,0,2.24,US,1682174973
475,burang,30.25,81.1667,263.5,95,44,0.73,CN,1682174973
476,ciudad lazaro cardenas,17.9583,-102.2,299.83,68,100,0.93,MX,1682174974
477,sarangani,5.4033,125.4636,301.75,76,32,4.99,PH,1682174974
478,lewiston orchards,46.3804,-116.9754,280.52,81,0,3.09,US,1682174974
479,poronaysk,49.2167,143.1167,272.79,77,30,4.04,RU,1682174975
480,belmonte,-15.8631,-38.8828,299.15,84,75,5.31,BR,1682174975
481,remire-montjoly,4.9167,-52.2667,299.17,89,75,3.6,GF,1682174975
482,sao gotardo,-19.3111,-46.0489,293.01,74,90,3.53,BR,1682174976
483,safford,32.834,-109.7076,295.43,21,0,1.54,US,1682174868
484,christchurch,-43.5333,172.6333,286.99,92,100,4.12,NZ,1682174976
485,corum,40.5,34.75,287.14,37,68,2.43,TR,1682174976
486,pavlovsk,50.4578,40.1081,280.51,93,100,3.12,RU,1682174974
487,verkhnevilyuysk,63.4453,120.3167,261.48,97,23,1.88,RU,1682174977
488,santa monica,34.0195,-118.4912,296.96,66,0,2.06,US,1682174977
489,mazagao,-0.115,-51.2894,301.18,60,100,2.73,BR,1682174977
490,bardai,11.65,7.2333,311.22,14,100,3.78,NG,1682174977
491,balikpapan,-1.2675,116.8289,298.7,94,20,2.06,ID,1682174978
492,bonthe,7.5264,-12.505,304.84,55,70,6.07,SL,1682174978
493,colonia menno,-22.3667,-59.8167,298.5,55,0,2.61,PY,1682174978
494,villa union,23.2,-106.2333,296.99,88,75,0.0,MX,1682174979
495,morondava,-20.2833,44.2833,299.71,74,43,7.99,MG,1682174979
496,altamira,-3.2033,-52.2064,302.2,79,75,2.57,BR,1682174979
497,veraval,20.9,70.3667,300.07,78,0,7.53,IN,1682174979
498,mermoz boabab,14.7065,-17.4758,301.46,69,0,8.23,SN,1682174980
499,howrah,22.5892,88.3103,306.15,40,40,1.03,IN,1682174980
500,besni,37.6928,37.8611,289.98,50,98,1.62,TR,1682174980
501,yeppoon,-23.1333,150.7333,294.03,72,92,8.94,AU,1682174980
502,broome,42.2506,-75.833,292.15,59,0,8.75,US,1682174981
503,saint-marc,19.1082,-72.6938,300.15,64,14,2.81,HT,1682174981
504,la malbaie,47.6575,-70.1559,285.45,77,100,1.33,CA,1682174981
505,port augusta,-32.5,137.7667,290.82,59,0,2.61,AU,1682174981
506,khandyga,62.6667,135.6,268.29,97,94,2.21,RU,1682174982
507,nabire,-3.3667,135.4833,297.91,91,99,1.3,ID,1682174982
508,marka,1.7159,44.7717,301.91,74,100,3.05,SO,1682174982
509,aldan,58.6031,125.3894,260.87,91,85,1.5,RU,1682174982
510,mzuzu,-11.4656,34.0207,293.18,89,100,2.06,MW,1682174983
511,miyaly,48.8844,53.7836,290.91,43,36,7.77,KZ,1682174983
512,lebu,-37.6167,-73.65,287.76,75,3,6.76,CL,1682174839
513,prince rupert,54.3161,-130.3201,280.98,80,100,9.77,CA,1682174983
514,liaocheng,36.4439,115.9647,279.89,96,100,1.78,CN,1682174983
515,kosti,13.1629,32.6635,313.94,6,8,5.42,SD,1682174984
516,battagram,34.6772,73.0233,287.75,64,5,2.54,PK,1682174984
517,al ghayzah,16.2079,52.176,301.78,66,47,5.53,YE,1682174984
518,ca mau,9.1769,105.15,301.16,78,94,1.75,VN,1682174984
519,mont-joli,48.5839,-68.1921,283.87,46,75,4.12,CA,1682174984
520,kapa'a,22.0752,-159.319,295.33,93,75,2.57,US,1682174985
521,kuvshinovo,57.0295,34.1725,284.34,65,100,1.7,RU,1682174985
522,boende,-0.2167,20.8667,295.52,98,100,0.35,CD,1682174985
523,mishkino,55.3389,63.9175,282.04,80,100,3.59,RU,1682174986
524,rosarito,32.3333,-117.0333,292.73,56,1,0.62,MX,1682174986
525,cascais,38.6979,-9.4215,294.07,67,20,7.6,PT,1682174986
526,inhambane,-23.865,35.3833,302.14,65,20,0.0,MZ,1682174987
527,manokwari,-0.8667,134.0833,298.18,91,100,2.78,ID,1682174987
528,balqash,46.8481,74.995,282.25,34,32,3.02,KZ,1682174987
529,ntungamo,-0.8833,29.65,294.25,88,100,1.49,UG,1682174987
530,saudarkrokur,65.7461,-19.6394,275.62,60,5,2.47,IS,1682174987
531,melekeok village,7.4957,134.6367,301.46,69,75,0.0,PW,1682174987
532,udgir,18.3833,77.1167,306.13,13,16,4.98,IN,1682174988
533,chimoio,-19.1164,33.4833,299.07,69,40,1.85,MZ,1682174988
534,oamaru,-45.0784,170.9801,284.9,81,7,1.79,NZ,1682174988
535,otradnaya,44.3933,41.5206,285.04,77,88,1.15,RU,1682174988
536,praya,14.9215,-23.5087,299.45,53,20,9.26,CV,1682174988
537,atyashevo,54.5644,46.0691,282.98,67,94,2.76,RU,1682174989
538,rongelap,11.1635,166.8941,300.15,79,100,9.15,MH,1682174989
539,la ronge,55.1001,-105.2842,274.29,44,20,0.0,CA,1682174989
540,lagunillas,10.1301,-71.2595,297.86,87,100,2.23,VE,1682174989
541,krasnovishersk,60.4078,57.082,279.2,73,94,0.88,RU,1682174989
542,argo,37.6333,22.7333,293.03,69,41,1.78,GR,1682174990
543,shingu,33.7333,135.9833,282.55,59,49,3.26,JP,1682174990
544,sinsang-ni,39.6503,127.4058,280.32,70,0,1.16,KP,1682174990
545,yeniseysk,58.4497,92.1703,274.01,95,100,1.47,RU,1682174990
546,amga,60.8953,131.9608,261.31,99,65,1.13,RU,1682174990
547,bubaque,11.2833,-15.8333,302.95,48,66,4.92,GW,1682174991
548,shendi,16.6915,33.4341,312.58,6,0,5.2,SD,1682174991
549,jayapura,-2.5333,140.7,298.81,90,96,1.79,ID,1682174991
550,coahuayana de hidalgo,18.7,-103.6583,300.6,58,56,1.84,MX,1682174991
551,zaozersk,69.4005,32.4476,269.11,62,95,7.98,RU,1682174992
552,antsiranana,-12.2787,49.2917,302.57,70,20,3.09,MG,1682174992
553,taroa,8.7058,171.2275,300.69,78,22,8.55,MH,1682174992
554,bridgewater,44.3835,-64.5155,284.08,63,75,2.57,CA,1682174992
555,am timan,11.0297,20.2827,314.55,11,42,1.67,TD,1682174993
556,jamaame,0.0697,42.745,302.31,67,93,5.08,SO,1682174993
557,al bawiti,28.3492,28.8659,303.24,16,96,6.65,EG,1682174993
558,voskresenskoye,56.8381,45.4317,286.36,45,98,1.55,RU,1682174993
559,santa cruz,-17.8,-63.1667,298.85,69,20,2.06,BO,1682174993
560,sisimiut,66.9395,-53.6735,274.38,85,100,2.36,GL,1682174994
561,bayanhongor,46.7167,100.1167,272.62,21,4,1.65,MN,1682174995
562,moussoro,13.6408,16.4901,314.71,8,0,2.33,TD,1682174996
563,huarmey,-10.0681,-78.1522,299.69,73,31,3.88,PE,1682174996
564,binan,14.2637,121.0526,302.79,87,39,3.63,PH,1682174996
565,vernon,50.2581,-119.2691,279.98,75,100,3.6,CA,1682174718
566,mana,5.6592,-53.7767,300.79,76,100,3.16,GF,1682174997
567,alto araguaia,-17.3147,-53.2153,299.88,64,5,2.77,BR,1682174997
